mol_id,smiles,logp
774,C1=C[C-](C=C1)Br,2.2
775,CNCNCCO,-1.2
776,COOCC(F)F,1.0
777,CC[CH]CCN,1.5
778,C[C@H](C(F)F)O,0.8
779,CCC[C@@H](C)CN,1.5
780,[CH]OCCCl,0.7
781,CC(CF)CF,1.7
782,C#[N+]Br,1.1
783,CSC(F)F,1.8
784,CCN(C)CSC,1.4
785,CCP(CC)CN,-0.2
786,C1[C@H](S1)CI,1.8
787,C1NPCS1,0.3
788,CCSPCCN,-0.2
789,CCCOC(C)F,1.8
790,C(=CI)Br,2.1
791,[2H]C([2H])(C)CCCCl,2.6
792,[3H]P[PH+]=C,0.4
793,C[C@H]([C@@H](C)O)N,-0.5
794,CC[C@H](C)Br,2.3
795,CS[CH]SC,1.6
796,[2H]C([2H])(C([2H])([2H])SC([2H])([2H])C([2H])([2H])O)O,-0.6
797,C1CCSSCC1,1.8
798,CC(O)OCCl,0.6
799,CC(C)OPP,0.6
800,CCC(CCS)S,2.1
801,CCCPCCP,0.5
802,CC(CBr)OO,0.8
803,CC(ON)Cl,0.5
804,CCOPPC,0.2
805,C(COO)C=O,-1.0
806,CC[S+](C)C,1.3
807,CC1CCC1C,2.7
808,[CH]CCNCCN,-0.3
809,C(CBr)PO,0.2
810,C(CI)C(O)I,1.8
811,C(C[C]=O)CCl,0.6
812,[C](=O)C(Cl)Cl,1.1
813,CN(C)PN(C)C,0.4
814,C1OOOOO1,0.1
815,C[C@H](C[C@H](C)S)S,2.0
816,C(COO)CO[O],-0.7
817,CCNN(CC)N,0.0
818,CCC(C)C[NH],1.0
819,CCCN(N)N,-0.3
820,C(CC(Cl)Cl)CF,2.6
821,[2H]C([2H])([2H])CCCBr,2.8
822,C(C(O)P)S,-0.3
823,CCSCCN,0.3
824,CCCC[N]CCCC,2.8
825,CSCCC(O)O,0.0
826,COCOOO,-0.4
827,C(C(N)I)S,0.4
828,CC(C)C[CH-]OC,1.8
829,CC(C)CC[NH3+],1.0
830,CI(C)I=C,3.6
831,C[C@@H](N)OCO,-0.9
832,CC(CO)CBr,1.1
833,C=NCCCN,0.8
834,CC[I-]P(C)I,2.6
835,CCCCCCOC,2.4
836,CCOOF,1.0
837,C[C@@H]([C@@H](C)Br)N,0.9
838,C(C(S)S)C(S)S,2.1
839,C(C(O)F)Cl,0.6
840,CCC(C)NPC,1.0
841,CCC[C@@H](C)CCl,3.0
842,C1COS[CH]1,0.6
843,CCOCC[OH2+],-0.3
844,CN(C=O)S,0.2
845,C=CSCCN,0.4
846,C(CCF)CF,1.6
847,CCOCC(N)N,-1.3
848,CCOC(C)Cl,1.6
849,CCOC(C)P,0.7
850,C(S)[I-]N,0.5
851,CC(CN)NO,-1.2
852,C[C@@H](CCCBr)Br,2.9
853,COCCNCO,-0.9
854,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])Br,1.8
855,CCCN(C)[CH],1.2
856,COCC([CH])COC,0.7
857,CCSC(C)O,1.1
858,C[C@@H](CF)CCl,2.0
859,C[C@H](N(C)C)S,1.1
860,C(C(S)S)I,2.1
861,CCCCCCCP,3.3
862,CCCCCNCBr,2.4
863,COCCCCO,0.1
864,CCSSSCC,2.1
865,C(CSCCN)N,-1.0
866,COS(=O)[O-],-0.7
867,CCC=NS,1.0
868,C(C(F)(F)F)P,1.0
869,CCCCC=[14CH2],3.4
870,[3H]C1=CC=CC=C1,2.1
871,C(C(CP)P)O,-1.0
872,COP=NP,0.4
873,[2H]C(C)Br,1.4
874,C(CP)C(O)O,-0.9
875,CCCI,2.6
876,C([14CH2]O)Br,0.2
877,CCSSC(Cl)Cl,2.7
878,CC(C(F)F)O,0.8
879,C(Br)Br,1.8
880,CC(C[SH2+])P,0.6
881,C(C(O)Cl)(O)Cl,0.4
882,CC(F)SS,1.8
883,C([NH2+]CF)F,0.7
884,CC(COP)F,0.7
885,CCCN(C)OC,1.2
886,CCCCO[O-],0.8
887,CC(N(Cl)Cl)Cl,2.0
888,CCC[C@@H](N)S,1.0
889,CCCP(Cl)Cl,2.4
890,CCCCN(O)O,0.5
891,CCOC=S,1.1
892,C[C@@H](C(O)O)N,-1.5
893,[3H]CCCN(C)C,1.2
894,C1P2P1C2,-0.4
895,CCOPCl,1.1
896,CC(NO)OC,-0.3
897,C[I-]C#[11CH],1.8
898,C(N)(N)(N)I,-1.8
899,C(C(F)F)F,1.4
900,CCSSNPP,0.8
901,[C-](Cl)(Cl)Cl,2.3
902,CCP(OC)Cl,1.1
903,CCOCOCN,-0.4
904,CON=CCl,1.4
905,CCNCN=O,-0.4
906,CC1C([Cl+]1)C,1.5
907,CCN(CC)PF,1.4
908,CCOC(C)C[NH3+],-0.1
909,C(C[18F])CI,2.0
910,[2H]C(C(F)(F)F)[O-],1.8
911,C1=C[15N](C=C1)[15NH2],1.0
912,C1S[CH]S1,1.5
913,CCN(CC)PCl,1.7
914,C1CNSSC1,0.8
915,CNOCN=O,-0.7
916,CC(COC)CF,1.2
917,[2H]C[CH-]SSC=O,1.1
918,C[NH+](C)CCO,-0.4
919,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])NC([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],2.8
920,CCSCCNC,0.8
921,CC(F)SCl,2.1
922,C(C(F)F)[NH3+],0.1
923,C(C(CBr)Cl)Cl,2.2
924,C(O)OOCCl,0.2
925,CCOOC(C)C,1.3
926,CC(NCl)Cl,1.2
927,[2H]C([2H])C(Cl)Cl,1.9
928,CNCCCCCCl,1.5
929,[2H]C([2H])([2H])CCSCC,2.1
930,CCCCC(C)C[CH2],4.3
931,CC=CSO,0.7
932,[2H]C([2H])([2H])[13C](C([2H])([2H])[2H])(C([2H])([2H])[2H])O,0.5
933,C(C(S)Br)N,0.5
934,CC(C)SNC,1.0
935,CCC(CF)P,1.2
936,C(=S)([S-])Cl,2.0
937,C[13CH2]OCC=C,1.1
938,C(CBr)C=N,0.5
939,CCN(CO)O,-0.4
940,C1=C[13CH]=[13CH]C=C1,2.1
941,CC[C@H](CO)CBr,1.5
942,C(CO)CSCl,0.9
943,C(CP=S)CI,2.4
944,COCSC,0.8
945,C(O)SPP,-0.4
946,C[I-]NN,-0.1
947,CSCCOCF,1.2
948,CC(CO)OCO,-0.8
949,CCNNCO,-0.7
950,CC[C@@H](C)CS,2.2
951,C(NCS)S,0.6
952,CNON(C)O,-0.4
953,CCPSC=C,1.2
954,[2H]N([2H])CC(N([2H])[2H])O,-2.2
955,C(CCN)CCS,0.6
956,CCPNPC,-0.1
957,C1=NP=CO1,-0.1
958,CI(C)CC=C,3.4
959,COCCCS,0.7
960,CCCC(C)[CH-]CC,4.3
961,CN(C)CCC[NH-],-0.3
962,C1[CH]CSN1,0.4
963,CCNNCCO,-0.8
964,[2H]C([2H])([2H])N(CC([2H])([2H])CN)C([2H])([2H])[2H],-0.3
965,CC(NC)SC,1.0
966,[2H]C([2H])(CN)CN(C)C,-0.3
967,CCCC(C)OF,2.3
968,C(C[13CH2]Br)[13CH2]Br,2.5
969,C[C@H]([C@H](C)Br)F,2.2
970,C(CF)OCOF,0.9
971,[CH-]1P[CH]P1,-0.4
972,C(=O)([NH3+])Cl,0.2
973,C([O-])(F)(F)F,1.9
974,CC(S)(S)S,1.5
975,C(CCCBr)CCO,1.7
976,CCCCC[CH]CCC,4.5
977,CC(=C)SC,1.7
978,C(C(N)Cl)N,-0.9
979,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])Cl,1.6
980,C(CBr)NN,-0.2
981,[2H]P([2H])C(C)I,1.1
982,CP(=S)C,1.1
983,C(NCS)N=N,0.9
984,C(=C\Cl)\Cl,1.9
985,CCSPOC,0.8
986,CN(C)CCNN,-0.9
987,C(CS)OCCl,1.1
988,CC[C@H](C)NP,1.0
989,CC(C(O)I)O,0.1
990,[2H]C([2H])([2H])C([2H])([2H])C([2H])(CO)C([2H])([2H])[2H],1.2
991,[2H]CSCC=C,1.5
992,CN(CN)CI,0.2
993,C(=C/[35Cl])\F,1.2
994,C=NSCS,2.3
995,CNCCCCBr,1.3
996,COOCCN,-0.8
997,CCOC[C@@H](C)Br,1.6
998,C[C@@H](CCO)SC,1.0
999,CN(CCl)Cl,1.3
1000,CC(C)O[13CH](C)C,1.5
1001,CCCCOCC,2.0
1002,C1=NC=PC=P1,-2.0
1003,CC(C(O)Br)O,0.2
1004,C(/C=C/Br)Cl,1.8
1005,CCC(CBr)NC,1.5
1006,COSCO,-0.1
1007,C([N+](=O)[O-])I,0.8
1008,C(C(F)(F)F)[S],1.6
1009,CC1CCS1,1.4
1010,CC[C@H](CC[CH2-])O,1.7
1011,CC(O[O])Cl,0.7
1012,CCN/C=C\C,1.4
1013,CCOCOCCl,1.2
1014,C(=O)([O-])OCl,1.6
1015,C(P)(P)I,0.5
1016,COPP(C)C,-0.1
1017,CCNC(C)N,-0.3
1018,CSSCl,1.7
1019,C[CH-]CCCC[CH-]C,3.9
1020,C(C[I-]S)N,0.9
1021,C([C@@H](CO)F)N,-1.0
1022,C(OOOCF)F,1.1
1023,CCCCSCl,2.5
1024,CCNON(C)C,0.4
1025,C1OCPCO1,-0.3
1026,CNP(NC)NC,-0.8
1027,[2H]C([C@@H](CO)O)O,-1.8
1028,CCOCCCO,0.1
1029,CC(=N)Br,0.9
1030,CCC(C)C[CH]C,3.7
1031,CCNNOP,-0.2
1032,CCC[C-](CC)CC,4.3
1033,[CH2]C(CCN)N,-0.9
1034,C(/C=C\I)O,0.7
1035,[2H]C([2H])([2H])C([2H])([2H])C(CC)O,1.2
1036,C=C[C@@H](O)S,0.6
1037,C(=N)(F)Cl,1.4
1038,[13CH3]CI,2.1
1039,CI(C)S,2.3
1040,CCSCN(C)C,1.4
1041,C/C=C\CNC,0.7
1042,CC(C)COOC,1.5
1043,CC(CCCI)Br,3.4
1044,CC(CS)F,1.3
1045,C[C@@H](NNC)I,0.7
1046,CC(N)NNO,-1.3
1047,C[C@H](CCCS)O,1.0
1048,C([C@H](CO)N)N,-2.3
1049,[2H]P([2H])CI,0.7
1050,CCCCC=[CH+],3.4
1051,CNC=CNC,0.5
1052,CSCNCN,-0.3
1053,[2H]C(=N[3H])I,0.7
1054,COCCCNO,-0.5
1055,C[C@@H](C(C)N)N,-0.8
1056,C(CC=O)CO,-0.7
1057,C(OO)P,-0.6
1058,[2H]C1(C(C(N(C(C1([2H])[2H])([2H])[2H])[2H])([2H])[2H])([2H])[2H])[2H],0.8
1059,C(N(CO)Cl)O,-0.6
1060,CCN[C@@H](C)CO,-0.1
1061,[CH2+]CCCC[S-],2.3
1062,[2H]C(=C([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H])[2H],3.4
1063,CCSP=S,1.9
1064,CCNNCCN,-1.0
1065,C(N)PCN,-1.8
1066,CC[C@@H](C)[N-]C,1.1
1067,CN(C)COC,0.2
1068,CCONC=O,0.0
1069,C[C@@H](COC)Cl,1.1
1070,CS[C+](Cl)Cl,2.3
1071,[CH]NC1CCC1,0.7
1072,CCSCC=O,0.8
1073,[14CH2](C([14CH2]O)O)O,-1.8
1074,CCCCSPI,2.5
1075,C1=C[PH+]=C[PH+]=C1,-2.1
1076,C1CSCC[CH-]1,1.7
1077,CC(C(S)S)S,1.7
1078,CCN[13CH2][13CH2]O,-0.5
1079,C(C(CCl)O)[18F],0.5
1080,CONCON,-1.0
1081,CCCCSSSS,3.1
1082,CNC(NC)NC,-0.8
1083,COC(C[NH3+])OC,-0.8
1084,CSCCCSSC,1.9
1085,[3H]CSCCOCCl,1.4
1086,CN(C)ON(C)C,0.5
1087,COCCCSI,1.9
1088,CP(CCl)CCl,1.3
1089,CSSO,0.4
1090,CC(C=C)I,2.4
1091,C(N)N(O)I,-0.7
1092,CS[S+](SC)SC,2.2
1093,C(C(CBr)I)Cl,2.6
1094,[2H]C(C)CCCCCCCC,5.0
1095,C(COI)O,0.2
1096,COCC(N)P,-1.0
1097,C(C[O-])CI,2.1
1098,[2H]C([2H])(C([2H])([2H])N(C)C)C([2H])([2H])O,-0.1
1099,CCC(F)I,2.3
1100,C(C(C[O-])O)O,-0.6
1101,C(/C=N\O)I,0.7
1102,[3H][P+]([3H])([3H])COC,-0.1
1103,C1CC(C1)CP,1.2
1104,CP(C)(C)(C)C,0.0
1105,CC[NH+]1CCC1,0.8
1106,CCCON=C,2.7
1107,CO[C](CN)O,-1.4
1108,C(CCBr)CBr,2.5
1109,[2H]C([2H])([2H])C([2H])([2H])NC([2H])([2H])C([2H])([2H])[2H],0.6
1110,C([13CH](CO)O)O,-1.8
1111,CC(C)CSSC,2.2
1112,CCC(CC)NO,1.2
1113,C[C@@H]([C@H](C)Br)Cl,2.4
1114,C(CPCl)N,-0.2
1115,CCC(C)NSC,1.6
1116,CSCCCOF,1.6
1117,C(P(CCl)Cl)Cl,2.1
1118,C(CI)S,1.6
1119,CN(C)CCCS,0.9
1120,CCO[C@H](C)CN,-0.1
1121,C(=P)P=S,0.1
1122,CNCCCNC,-0.3
1123,C(CCO)CN,-1.1
1124,CCCCCCCI,4.7
1125,CCOCCNC,0.0
1126,C[C@H](CCO)CF,1.0
1127,[2H]C([2H])(CCN)N(C)C,-0.3
1128,[2H]C([2H])([2H])C([2H])(C([2H])([2H])O[2H])O[2H],-0.9
1129,C(NCCl)Cl,1.2
1130,[2H]C1=CC=CS1,1.8
1131,C1CONCO1,-0.4
1132,C([C@@H](CO)N)N,-2.3
1133,CONNC=O,-0.6
1134,[2H]C(CCl)Cl,1.5
1135,CCN(C)CC[CH2],1.5
1136,CCOOSC,0.9
1137,C[C@@H](C=C)Cl,1.9
1138,C[P+](=O)Cl,0.2
1139,[2H]C([2H])(CBr)C([2H])([2H])C(C)Br,2.9
1140,CCCC(C)CF,2.8
1141,CCCCCCN[O-],1.6
1142,C(CCl)N[O-],-0.2
1143,C(OCl)I,1.6
1144,[2H]C(CCC)C=O,1.1
1145,[2H]C1=CC(=CN=C1[2H])[2H],0.7
1146,CC(CS)Cl,1.5
1147,CCO/C=C\C,1.4
1148,CNCCC=O,-0.8
1149,C=IOOOO,1.4
1150,[3H]P(C)I,0.8
1151,[2H]C(C)CBr,2.1
1152,C[P+](Br)(Br)Br,2.8
1153,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])CCCCC,3.9
1154,C(CBr)NCO,0.0
1155,C[C@H](S)SS,1.8
1156,C(C(CCl)O)Cl,0.8
1157,C[C@H](CC(C)Br)Br,3.0
1158,CC[C@H](C)CCI,3.9
1159,C1=CP=NN=P1,-0.9
1160,C=CCCC[NH],0.7
1161,C(=C/SS)\S,1.2
1162,CN(CI)CI,1.8
1163,CCCONNC,0.5
1164,C(COCS)O,-0.2
1165,C1CCN[NH2+]C1,0.0
1166,C1COPC1,0.1
1167,CCCC([CH2])[NH3+],1.0
1168,C(CP[S-])P[S-],0.6
1169,C(CS[35S]CCN)N,-1.0
1170,CCCCNNCC,1.2
1171,CCCNCC[NH],-0.3
1172,C(CCCBr)CCP,2.1
1173,CC(C)CCCP,1.9
1174,C(C(CS)S)O,0.2
1175,C=CCCCl,1.9
1176,CCP(S)S,1.3
1177,CCOCl,1.2
1178,[C](F)(F)I,1.8
1179,CCCCC([CH2])CC,4.3
1180,CCC(C)ONC,1.2
1181,C(O)(O)P,-1.2
1182,CCCCCON,1.1
1183,CNCCI,0.9
1184,CCNOCC,0.6
1185,C1=C[N+]=CC=N1,-0.2
1186,CCSOOO,0.4
1187,CCOCC=O,0.0
1188,C1CC(C1)CI,3.2
1189,C(O)OCSCS,0.6
1190,CC(CCF)CBr,2.5
1191,CN=COBr,1.3
1192,CC[C@@H](CCl)Br,2.5
1193,C(C(CCl)CCl)N,0.7
1194,[CH2+]CCC[S-],2.3
1195,C(F)(F)(S)I,2.0
1196,C(NS)N=S,1.4
1197,CC[CH]SS,1.8
1198,C(CSN)CI,1.2
1199,CC(=S)Cl,1.4
1200,C(O[O])Br,0.4
1201,C(CN)CCl,0.2
1202,[3H]OC(F)I,0.8
1203,CNCCCBr,0.9
1204,CCCO[C@@H](C)O,0.8
1205,CS/C=C/C[CH],2.0
1206,C(N)NNCON,-2.1
1207,CCC(C)SC,2.2
1208,C[C@@H](CNC)CO,-0.1
1209,[2H]C([2H])([2H])C([2H])([2H])C([2H])(C([2H])([2H])[2H])Br,2.3
1210,C(C(CO)Br)N,-0.6
1211,[2H]CC([2H])C(C)(C)C,3.0
1212,CP(CCl)O,0.1
1213,CN(C)CCl,1.0
1214,CN(C)CNO,-0.6
1215,C[C-](I)I,2.5
1216,CC(=[NH2+])Br,0.9
1217,[2H][13C]1=[13C]([13C](=[13C]([13C](=[13C]1[2H])[2H])[2H])[2H])[2H],2.1
1218,CC(C)S[CH2-],1.7
1219,[CH+](Br)Br,1.8
1220,CCCCCC(C)[CH2-],4.3
1221,[2H]C1COCCN1,-0.9
1222,[2H]C([2H])(CF)Cl,1.2
1223,CC[SH+]CC,1.9
1224,C1CS[CH]N1,0.3
1225,CCCI(Cl)Cl,3.8
1226,CSSSSCO,1.2
1227,C[CH]OC(C)O,0.3
1228,C(C[14CH2]N)C[14CH2]N,-0.6
1229,CC[C@H](C)CCl,2.5
1230,CC(C(C)[O-])N,0.6
1231,[2H]C(C=O)Br,0.5
1232,CCOSCl,1.7
1233,[2H]C([2H])([2H])SCC(C)C,2.2
1234,C/C=N\SC,0.4
1235,[C-](F)(F)Br,1.9
1236,C(OOOO)I,0.4
1237,[2H]C1C(C(C(C(N1)[2H])([2H])[2H])([2H])[2H])([2H])[2H],0.8
1238,C[C@H](N(C)C)O,0.1
1239,CCNC(Cl)Cl,1.6
1240,C[C@@H]([C@H](C)O)N,-0.5
1241,[2H]C1=CC=NN=C1,-0.7
1242,C(C(Cl)Cl)(N)Cl,1.4
1243,CCSSCCCl,1.9
1244,CC(COC)SC,1.2
1245,C[I-]CCS,2.3
1246,[2H]C([2H])([2H])C(C([2H])([2H])[2H])Br,1.8
1247,CCPOC,0.3
1248,C[C@H](C=C)I,2.4
1249,CNCC(N)S,-0.7
1250,C[S+](C)S,1.4
1251,C(C=PS)N,-1.4
1252,C(OOO)OOOO,-0.8
1253,C[C@@H]([C@@H](C)Cl)N,0.7
1254,C(CCl)C(F)Br,2.4
1255,CCCC[C@H](C)I,3.9
1256,CCCC(CBr)Cl,2.9
1257,CCC(CS)F,1.8
1258,[2H]C([13C@@H](CO)O)O,-1.8
1259,CCN=NCC,1.0
1260,C(N)N(CN)CO,-2.0
1261,CCSN=O,0.5
1262,C(CS)NO,-0.4
1263,C(C[NH3+])C(O)O,-1.6
1264,CCC(N)OF,0.7
1265,CCSP,0.7
1266,C(NC=O)Cl,0.2
1267,CC(C(F)Br)Br,2.7
1268,[2H]C([2H])([2H])C([2H])(C([2H])([2H])O)O,-0.9
1269,[3H]OC(C)CCO,-0.4
1270,CC(CNN)N,-1.5
1271,CCNC(C)S,0.9
1272,CN(C)C(O)Cl,0.4
1273,COC(O)Cl,0.2
1274,C(=C/S)\P,0.2
1275,CCN[PH2]=O,-0.5
1276,C=CNI,1.0
1277,C(N)P(O)O,-1.9
1278,[2H]C([2H])(C([2H])([2H])Br)Br,2.0
1279,[CH2]CCCCO,1.6
1280,[C](Br)(Br)I,2.7
1281,CP=PC,-0.4
1282,C(SBr)Cl,2.1
1283,CSC(O)S,0.7
1284,CCNCCCCS,1.2
1285,CCCC(CCC)S,3.1
1286,CC(C)C[NH2+][CH2-],1.1
1287,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])N,1.0
1288,CCSPSCC,1.5
1289,CCCC(C)(C)C,3.6
1290,CSSSC,1.3
1291,CC(O)(O)S,-0.4
1292,C/C=C/SCl,2.0
1293,CC(C)SCCN,0.7
1294,CNN(C)NN,-1.0
1295,[3H]N(C)C(C)(C)C,0.8
1296,CNN(C)CCN,-0.9
1297,CC[Cl+]CCl,1.9
1298,[2H]P(=O)([O-])OC,-1.2
1299,CCCOCNCC,1.0
1300,CS[S+](SC)Cl,2.6
1301,CNCOOC,-0.2
1302,C(C1OO1)Cl,0.7
1303,C1=C[C-](C=C1)P,1.1
1304,CCCNSS,1.6
1305,CC[C@@H](CCI)I,4.1
1306,CC[C+](C)C(C)C,3.4
1307,C(CCN)CCP,0.0
1308,CCOCCNS,0.5
1309,CC(C(F)Cl)Cl,2.3
1310,C(O)P[I-]CS,0.6
1311,CC[I-]N[I-]C,3.0
1312,CCCCSSCl,2.9
1313,C(CCl)NCl,0.7
1314,CN=CI,0.8
1315,COC([CH2])CCF,1.2
1316,C=CCCCN,0.7
1317,C=CCNP,0.3
1318,[2H]C([2H])(CCOC)O,-0.2
1319,CCCCCC[NH-],2.1
1320,COP(CCl)OC,0.7
1321,C(CN)C(Br)Br,1.3
1322,C[C@@H](C(O)O)O,-1.9
1323,CCCCC(N)N,0.3
1324,CCCOCCC[CH2],2.9
1325,C1=CS[C+]=C1,1.8
1326,C(C[I-]I)O,1.5
1327,C(CPCl)PCl,1.2
1328,[2H]C(CCl)(CBr)Br,2.4
1329,C(C=N)SCO,-0.1
1330,CCC(NN)NN,-1.1
1331,CC(C(C)O)O,-0.9
1332,[2H]COP(C)OC,0.0
1333,CCN(F)F,0.8
1334,CC(NC)NN,-0.8
1335,[3H]CCC1CSC1,1.8
1336,CC(P)PCF,0.6
1337,[2H]OC[C@H](C)CC,1.2
1338,CC(C)OCCS,1.2
1339,C(CN(O)O)N,-1.7
1340,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])O,0.8
1341,C1=CN=NC=N1,-0.8
1342,COP(OBr)OBr,2.0
1343,C#C[131I],1.2
1344,C(N)(N=O)I,-0.5
1345,C1=CPP1,-0.4
1346,CCC(C)OCCl,2.1
1347,C(=S)NC=S,0.5
1348,CCCCSCCBr,2.9
1349,CPOCCCS,0.6
1350,C(CO)COO,-0.7
1351,C[C@H](CN)CNC,-0.3
1352,CONNNNN,-1.6
1353,COPPOC,-0.1
1354,C[C@@H](C(N)O)O,-1.5
1355,[3H]SOCCCC,1.8
1356,C([C@H](CBr)O)O,-0.3
1357,COSCC=O,0.0
1358,C[C@@H]([C@H](C)O)O,-0.9
1359,CCNCCCN,-0.4
1360,CN(C)P(C)Br,1.1
1361,CC(OCCl)Br,2.1
1362,C(CS)ONN,-0.6
1363,CC=CCCBr,2.3
1364,C(N)P(CN)CS,-1.4
1365,[3H]C(CCCCC)O,2.0
1366,CSOCC=C,1.2
1367,C(CCl)PCCCl,1.1
1368,C(O)P(O)OO,-1.6
1369,C(F)(F)(Br)Br,2.6
1370,C(CI)C(Cl)I,3.1
1371,CCCN(C)I,1.6
1372,CSCOCO,0.2
1373,C[S+](C)OO,0.4
1374,C(CBr)C(Cl)Cl,2.7
1375,CCC[C@H](O)Br,1.7
1376,CCCCCCCN,2.6
1377,C[CH]CCOC,1.7
1378,CCNSCSN,0.2
1379,[C@@H](Cl)(Br)I,2.5
1380,CCCP(CC)Cl,2.0
1381,CC[C@H](CCCl)P,1.8
1382,CN(C)CCN[NH3+],-0.9
1383,C[PH+](S)[S-],0.9
1384,C1CCO[CH]OC1,0.4
1385,[2H]C([2H])(CCC([2H])(C)Br)Br,2.9
1386,C(=O)(N)Br,0.3
1387,[2H]C([2H])([2H])S(=O)([2H])([2H])C,0.3
1388,C(CS)NON,-0.6
1389,C(NON)[I-]S,0.3
1390,C(CSO)N,-1.0
1391,CCCCOSC,1.8
1392,COSI(C)C,2.3
1393,C=CCCCO,1.0
1394,C([C@H](CCl)F)O,0.5
1395,COSCF,1.0
1396,CCCOC(C)[CH2],1.8
1397,CC(C)OCN,0.0
1398,CC=CCCl,1.7
1399,COP[I-]N,0.1
1400,C1CCPC1,0.4
1401,CSC(CN)O,-0.6
1402,C[C@@H](CO)CCl,0.9
1403,CN=NSC,0.9
1404,C(NF)OCF,0.2
1405,CCCCOCN,0.8
1406,CCOC(C)CO,0.2
1407,C[C@H](CO)NS,0.0
1408,C/C=C\CCS,1.9
1409,C[C@H](CCO)[NH3+],-0.6
1410,C(CON)NCl,-0.8
1411,[CH2-]C[CH]CCC[CH2+],4.4
1412,[3H]C(C)(C)C(C)C,3.4
1413,CCSCSSCC,2.4
1414,[CH+]=C(Cl)Cl,2.3
1415,CCCN(CC)Cl,1.9
1416,[C](F)(F)Br,1.9
1417,CC(CN)NP,-0.8
1418,C(CC(Cl)Cl)CO,1.6
1419,C(=N\OBr)\Br,2.4
1420,[2H]C(CCC)C([2H])([2H])Br,3.4
1421,CCCC(Cl)I,2.9
1422,CCCC(O)O,0.4
1423,C(O)OCOO,-1.0
1424,CCOCOCl,1.2
1425,C(O)OOCON,-1.3
1426,C(C(NO)O)Cl,-0.6
1427,CCCCCOCS,2.3
1428,C(CP)F,0.2
1429,[CH2+]CI,2.1
1430,CSSSSS,2.3
1431,CCOSP,0.8
1432,C(CO)C=S,-0.4
1433,C(OPO)OPO,-1.2
1434,CCOCCCCCl,2.1
1435,C(F)S(=O)[O-],-0.7
1436,CP(C)CCCN,-0.6
1437,C(C[OH+]CO)O,-1.2
1438,CCC(C)CNBr,1.9
1439,CC[C@H](C)SC,2.2
1440,CC[C@H](CCN)N,-0.3
1441,C(CBr)OI,1.7
1442,CC(C)(C)PF,1.4
1443,[2H]C([2H])(C)SOC,0.9
1444,CCN(C)Cl,1.0
1445,[C-]#CI,1.2
1446,C(CC(F)F)CI,3.1
1447,C1CSCCS1,1.3
1448,CCCN(CN)N,-0.4
1449,CC(C(O)O)N,-1.5
1450,CC=CCP,0.8
1451,CCSSC=C,1.8
1452,C([C@@H](O)I)O,-0.3
1453,[2H]C1CCC(C1)C,3.4
1454,[2H]C(=S(C([2H])([2H])[2H])O)[2H],1.8
1455,C1[C@H](O1)C[SH2+],0.2
1456,C(C(CO)N)N,-2.3
1457,CC(C)(C)NBr,1.2
1458,CP[I-]CO,0.2
1459,CCNI(N)N,-0.9
1460,CCCC[CH-]C,3.9
1461,[2H]CCCCCCN,2.1
1462,CCC(C)SCCl,2.9
1463,CC(CI)I,3.1
1464,CN(C)PP,0.0
1465,CCOONOO,-0.2
1466,C(=S)SS,1.3
1467,[2H]C([2H])([2H])SC([2H])([2H])Cl,1.6
1468,CCPC(C)P,0.5
1469,CC(C)CNO,0.6
1470,CCOCC(C)F,1.2
1471,CC(OO)Cl,0.7
1472,CCCCC[C+](C)C,4.3
1473,C[CH+]CCC[CH+]C[CH+]C,4.5
1474,CSCSSCSC,2.4
1475,C1=NN=CN=[NH+]1,-0.7
1476,C1CCO[14CH2]C1,0.9
1477,CN(C)OCN,-0.5
1478,C[C@H](C[C@@H](C)P)P,0.8
1479,[2H]C([2H])(C)CCCBr,3.4
1480,C1SCSCS1,2.2
1481,[3H]C(CO)N(C)C,-0.4
1482,C(OCS)F,0.9
1483,CC(OF)OF,1.5
1484,CCCOC[CH]C,2.0
1485,CCCC(C)CCC,4.3
1486,CCN[C@H](C)CI,1.7
1487,CCCPSF,1.8
1488,CCN(C)Br,1.1
1489,C(CO)[NH2+]CCO,-1.4
1490,CC(NO)Br,0.6
1491,CCN[C@@H](C)P,0.3
1492,CC[C@@H](CCl)N,0.8
1493,CCNCI,0.9
1494,CNNNNNNN,-2.1
1495,C1=NPP1,-0.4
1496,CC[P@](C)S,0.8
1497,C=C([35Cl])[35Cl],2.3
1498,[CH2-]C[C+]1CCC1,3.0
1499,CCNC(C)CBr,1.4
1500,CCC/C=C/[CH2],2.6
1501,CCCNPOC,0.6
1502,CCCONCC,1.1
1503,CC(CCCl)N,0.7
1504,C(CN)CBr,0.4
1505,CCSPCCl,1.4
1506,CC[C@@H](C)CF,2.3
1507,CCC(N)NCC,0.3
